Date,Currency,Mean,Buy,Sell
30/03/2010,CAN $,75.8422,75.7328,75.9515
30/03/2010,S FRANC,72.8996,72.7909,73.0083
30/03/2010,JPY(100),83.6523,83.5493,83.7553
30/03/2010,SW KRONER,10.7068,10.6886,10.7249
30/03/2010,NOR KRONER,12.9958,12.976,13.0157
30/03/2010,DAN KRONER,14.0535,14.0341,14.0728
30/03/2010,IND RUPEE,1.7107,1.7089,1.7126
30/03/2010,HONGKONG $,9.9569,9.9453,9.9685
30/03/2010,SINGAPORE $,55.3386,55.2538,55.4235
30/03/2010,SAUDI RIYAL,20.6124,20.5891,20.6356
30/03/2010,CHINESE YUAN,11.3249,11.3122,11.3375
30/03/2010,AUSTRALIAN $,71.1647,71.0707,71.2587
31/03/2010,US DOLLAR,77.3314,77.2494,77.4133
31/03/2010,STG POUND,116.524,116.387,116.661
31/03/2010,EURO,103.717,103.594,103.84
31/03/2010,SA RAND,10.4667,10.4414,10.4919
31/03/2010,KES/USHS,26.962,26.8688,27.0552
31/03/2010,KES/TSHS,17.5738,17.5164,17.6312
31/03/2010,AE DIRHAM,21.0546,21.0317,21.0775
31/03/2010,CAN $,75.9359,75.8253,76.0464
31/03/2010,S FRANC,72.4774,72.3724,72.5823
31/03/2010,JPY(100),82.9238,82.8178,83.0299
31/03/2010,SW KRONER,10.6506,10.6344,10.6669
31/03/2010,NOR KRONER,12.9204,12.9004,12.9404
31/03/2010,DAN KRONER,13.9424,13.9238,13.9609
31/03/2010,IND RUPEE,1.7054,1.7036,1.7073
31/03/2010,HONGKONG $,9.9604,9.9496,9.9713
31/03/2010,SINGAPORE $,55.1678,55.0995,55.2361
31/03/2010,SAUDI RIYAL,20.6209,20.5982,20.6436
31/03/2010,CHINESE YUAN,11.3286,11.3158,11.3415
31/03/2010,AUSTRALIAN $,70.7737,70.6832,70.8642
01/04/2010,US DOLLAR,77.2975,77.2161,77.3789
01/04/2010,STG POUND,117.573,117.438,117.709
01/04/2010,EURO,104.351,104.23,104.471
01/04/2010,SA RAND,10.5545,10.5314,10.5776
01/04/2010,KES/USHS,26.8444,26.7515,26.9374
01/04/2010,KES/TSHS,17.6009,17.55,17.6518
01/04/2010,AE DIRHAM,21.0454,21.0226,21.0681
01/04/2010,CAN $,76.2597,76.1617,76.3578
01/04/2010,S FRANC,73.3163,73.2201,73.4124
01/04/2010,JPY(100),82.6702,82.5718,82.7687
01/04/2010,SW KRONER,10.7112,10.6957,10.7267
01/04/2010,NOR KRONER,13.0086,12.9916,13.0256
01/04/2010,DAN KRONER,14.0052,13.9879,14.0225
01/04/2010,IND RUPEE,1.7163,1.7141,1.7185
01/04/2010,HONGKONG $,9.9542,9.9436,9.9647
01/04/2010,SINGAPORE $,55.2698,55.1859,55.3537
01/04/2010,SAUDI RIYAL,20.6118,20.5893,20.6344
01/04/2010,CHINESE YUAN,11.3231,11.3106,11.3356
01/04/2010,AUSTRALIAN $,70.8161,70.7377,70.8945
06/04/2010,US DOLLAR,77.2083,77.1167,77.3
06/04/2010,STG POUND,117.554,117.409,117.699
06/04/2010,EURO,103.698,103.56,103.836
06/04/2010,SA RAND,10.5754,10.5613,10.5895
06/04/2010,KES/USHS,26.8496,26.7529,26.9462
06/04/2010,KES/TSHS,17.6277,17.542,17.7134
06/04/2010,AE DIRHAM,21.0211,20.9956,21.0466
06/04/2010,CAN $,76.9303,76.8219,77.0388
06/04/2010,S FRANC,72.4086,72.309,72.5082
06/04/2010,JPY(100),82.3072,82.1925,82.4219
06/04/2010,SW KRONER,10.7244,10.7075,10.7412
06/04/2010,NOR KRONER,12.9668,12.9496,12.9841
06/04/2010,DAN KRONER,13.9311,13.914,13.9483
06/04/2010,IND RUPEE,1.7295,1.7271,1.7319
06/04/2010,HONGKONG $,9.9415,9.9295,9.9535
06/04/2010,SINGAPORE $,55.291,55.2214,55.3606
06/04/2010,SAUDI RIYAL,20.5881,20.5628,20.6133
06/04/2010,CHINESE YUAN,11.3114,11.2975,11.3253
06/04/2010,AUSTRALIAN $,71.3753,71.2867,71.4639
07/04/2010,US DOLLAR,77.2097,77.125,77.2944
07/04/2010,STG POUND,117.747,117.608,117.886
07/04/2010,EURO,103.257,103.127,103.387
07/04/2010,SA RAND,10.5987,10.5768,10.6205
07/04/2010,KES/USHS,26.94,26.846,27.034
07/04/2010,KES/TSHS,17.5886,17.5045,17.6726
07/04/2010,AE DIRHAM,21.0215,20.9978,21.0451
07/04/2010,CAN $,77.2698,77.159,77.3806
07/04/2010,S FRANC,72.1236,72.0219,72.2254
07/04/2010,JPY(100),82.1373,82.0277,82.2469
07/04/2010,SW KRONER,10.7023,10.6865,10.718
07/04/2010,NOR KRONER,12.9215,12.9055,12.9374
07/04/2010,DAN KRONER,13.8612,13.8453,13.8772
07/04/2010,IND RUPEE,1.7274,1.7255,1.7294
07/04/2010,HONGKONG $,9.9451,9.9335,9.9567
07/04/2010,SINGAPORE $,55.3217,55.2353,55.4082
07/04/2010,SAUDI RIYAL,20.5884,20.565,20.6119
07/04/2010,CHINESE YUAN,11.3121,11.2989,11.3254
07/04/2010,AUSTRALIAN $,71.585,71.4872,71.6829
08/04/2010,US DOLLAR,77.2994,77.2044,77.3944
08/04/2010,STG POUND,117.502,117.356,117.648
08/04/2010,EURO,103.019,102.888,103.149
08/04/2010,SA RAND,10.5421,10.5124,10.5718
08/04/2010,KES/USHS,26.8826,26.7849,26.9803
08/04/2010,KES/TSHS,17.6263,17.5723,17.6803
08/04/2010,AE DIRHAM,21.0456,21.0189,21.0723
08/04/2010,CAN $,76.8109,76.701,76.9208
08/04/2010,S FRANC,71.9221,71.8118,72.0323
08/04/2010,JPY(100),82.8712,82.7611,82.9813
08/04/2010,SW KRONER,10.6269,10.6081,10.6457
08/04/2010,NOR KRONER,12.9143,12.8973,12.9314
08/04/2010,DAN KRONER,13.8299,13.8117,13.8481
08/04/2010,IND RUPEE,1.7284,1.7261,1.7307
08/04/2010,HONGKONG $,9.9582,9.9453,9.9711
08/04/2010,SINGAPORE $,55.3048,55.2289,55.3806
08/04/2010,SAUDI RIYAL,20.6118,20.5857,20.638
08/04/2010,CHINESE YUAN,11.3253,11.311,11.3395
08/04/2010,AUSTRALIAN $,71.5754,71.4759,71.675
09/04/2010,US DOLLAR,77.2767,77.1856,77.3678
09/04/2010,STG POUND,118.19,118.03,118.35
09/04/2010,EURO,103.263,103.119,103.407
09/04/2010,SA RAND,10.6157,10.5803,10.6512
09/04/2010,KES/USHS,26.7999,26.6907,26.9092
09/04/2010,KES/TSHS,17.6962,17.643,17.7494
09/04/2010,AE DIRHAM,21.0391,21.0137,21.0645
09/04/2010,CAN $,77.1879,77.075,77.3007
09/04/2010,S FRANC,72.0761,71.973,72.1791
09/04/2010,JPY(100),82.525,82.3488,82.7013
09/04/2010,SW KRONER,10.6947,10.6774,10.712
09/04/2010,NOR KRONER,12.9938,12.975,13.0126
09/04/2010,DAN KRONER,13.8865,13.8676,13.9053
09/04/2010,IND RUPEE,1.74,1.7374,1.7425
09/04/2010,HONGKONG $,9.9603,9.948,9.9725
09/04/2010,SINGAPORE $,55.4452,55.354,55.5364
09/04/2010,SAUDI RIYAL,20.6057,20.5806,20.6309
09/04/2010,CHINESE YUAN,11.3243,11.3101,11.3384
09/04/2010,AUSTRALIAN $,71.7359,71.6436,71.8282
12/04/2010,US DOLLAR,77.1708,77.0733,77.2683
12/04/2010,STG POUND,119.195,119.03,119.359
12/04/2010,EURO,105.321,105.182,105.459
12/04/2010,SA RAND,10.6498,10.6237,10.6759
12/04/2010,KES/USHS,26.7201,26.6215,26.8186
12/04/2010,KES/TSHS,17.7399,17.6787,17.8012
12/04/2010,AE DIRHAM,21.0109,20.9838,21.038
12/04/2010,CAN $,76.6856,76.5694,76.8018
12/04/2010,S FRANC,72.8203,72.7152,72.9254
12/04/2010,JPY(100),82.7992,82.69,82.9085
12/04/2010,SW KRONER,10.8087,10.7927,10.8247
12/04/2010,NOR KRONER,13.1532,13.1333,13.1732
12/04/2010,DAN KRONER,14.1414,14.1196,14.1631
12/04/2010,IND RUPEE,1.7398,1.7372,1.7424
12/04/2010,HONGKONG $,9.9469,9.9342,9.9596
12/04/2010,SINGAPORE $,55.5566,55.4604,55.6528
12/04/2010,SAUDI RIYAL,20.5775,20.5507,20.6043
12/04/2010,CHINESE YUAN,11.307,11.2923,11.3217
12/04/2010,AUSTRALIAN $,71.8769,71.7707,71.9832
13/04/2010,US DOLLAR,77.175,77.0861,77.2639
13/04/2010,STG POUND,118.676,118.519,118.833
13/04/2010,EURO,104.915,104.775,105.054
13/04/2010,SA RAND,10.5802,10.5564,10.604
13/04/2010,KES/USHS,26.8676,26.7525,26.9828
13/04/2010,KES/TSHS,17.7195,17.6667,17.7723
13/04/2010,AE DIRHAM,21.0115,20.9787,21.0442
13/04/2010,CAN $,76.8627,76.7539,76.9715
13/04/2010,S FRANC,72.9426,72.8396,73.0455
13/04/2010,JPY(100),83.1829,83.0692,83.2966
13/04/2010,SW KRONER,10.7653,10.7479,10.7827
13/04/2010,NOR KRONER,13.1014,13.0847,13.1182
13/04/2010,DAN KRONER,14.0913,14.0727,14.1098
13/04/2010,IND RUPEE,1.7287,1.7265,1.731
13/04/2010,HONGKONG $,9.9453,9.9335,9.9571
13/04/2010,SINGAPORE $,55.3981,55.3104,55.4857
13/04/2010,SAUDI RIYAL,20.5745,20.5453,20.6037
13/04/2010,CHINESE YUAN,11.3057,11.2919,11.3196
13/04/2010,AUSTRALIAN $,71.4139,71.3124,71.5155
14/04/2010,US DOLLAR,77.0978,76.9972,77.1983
14/04/2010,STG POUND,118.899,118.735,119.063
14/04/2010,EURO,105.25,105.099,105.4
14/04/2010,SA RAND,10.6026,10.5832,10.6221
14/04/2010,KES/USHS,26.9918,26.8918,27.0919
14/04/2010,KES/TSHS,17.7502,17.7076,17.7929
14/04/2010,AE DIRHAM,20.9904,20.9625,21.0184
14/04/2010,CAN $,77.1913,77.0765,77.3062
14/04/2010,S FRANC,73.3111,73.2035,73.4188
14/04/2010,JPY(100),82.5472,82.3918,82.7025
14/04/2010,SW KRONER,10.8236,10.8056,10.8416
14/04/2010,NOR KRONER,13.1682,13.149,13.1874
14/04/2010,DAN KRONER,14.1448,14.124,14.1656
14/04/2010,IND RUPEE,1.7421,1.739,1.7452
14/04/2010,HONGKONG $,9.9367,9.9235,9.9499
14/04/2010,SINGAPORE $,56.0121,55.9126,56.1116
14/04/2010,SAUDI RIYAL,20.558,20.5304,20.5857
14/04/2010,CHINESE YUAN,11.2946,11.2797,11.3095
14/04/2010,AUSTRALIAN $,71.8359,71.7229,71.9489
15/04/2010,US DOLLAR,76.9472,76.8556,77.0389
15/04/2010,STG POUND,119.348,119.189,119.508
15/04/2010,EURO,104.943,104.8,105.087
15/04/2010,SA RAND,10.4778,10.4545,10.5011
15/04/2010,KES/USHS,26.9407,26.8436,27.0377
15/04/2010,KES/TSHS,17.7655,17.7053,17.8257
15/04/2010,AE DIRHAM,20.9494,20.9239,20.975
15/04/2010,CAN $,77.1881,77.0758,77.3005
15/04/2010,S FRANC,73.1326,73.0262,73.2389
15/04/2010,JPY(100),82.4662,82.3072,82.6252
15/04/2010,SW KRONER,10.8018,10.7847,10.8189
15/04/2010,NOR KRONER,13.1615,13.1448,13.1782
15/04/2010,DAN KRONER,14.0992,14.0815,14.1169
15/04/2010,IND RUPEE,1.7333,1.7308,1.7358
15/04/2010,HONGKONG $,9.9144,9.9019,9.9268
15/04/2010,SINGAPORE $,55.9861,55.9153,56.0568
15/04/2010,SAUDI RIYAL,20.5179,20.4926,20.5432
15/04/2010,CHINESE YUAN,11.2731,11.2592,11.2869
15/04/2010,AUSTRALIAN $,71.9034,71.7985,72.0083
16/04/2010,US DOLLAR,77.0281,76.9406,77.1156
16/04/2010,STG POUND,118.751,118.604,118.897
16/04/2010,EURO,104.239,104.105,104.372
16/04/2010,SA RAND,10.4575,10.4297,10.4854
16/04/2010,KES/USHS,26.8734,26.778,26.9689
16/04/2010,KES/TSHS,17.7339,17.6748,17.793
16/04/2010,AE DIRHAM,20.9723,20.9476,20.997
16/04/2010,CAN $,76.7722,76.6634,76.881
16/04/2010,S FRANC,72.7254,72.6275,72.8233
16/04/2010,JPY(100),83.0926,82.9874,83.1979
16/04/2010,SW KRONER,10.7524,10.7358,10.7689
16/04/2010,NOR KRONER,13.1343,13.1154,13.1531
16/04/2010,DAN KRONER,13.998,13.9795,14.0164
16/04/2010,IND RUPEE,1.729,1.7271,1.7309
16/04/2010,HONGKONG $,9.9243,9.9129,9.9357
16/04/2010,SINGAPORE $,55.9066,55.8187,55.9945
16/04/2010,SAUDI RIYAL,20.5395,20.5153,20.5636
16/04/2010,CHINESE YUAN,11.2843,11.271,11.2977
16/04/2010,AUSTRALIAN $,71.6631,71.5624,71.7637
19/04/2010,US DOLLAR,77.3481,77.2611,77.435
19/04/2010,STG POUND,117.959,117.821,118.096
19/04/2010,EURO,104.159,104.036,104.281
19/04/2010,SA RAND,10.4376,10.4218,10.4533
19/04/2010,KES/USHS,26.9174,26.8225,27.0123
19/04/2010,KES/TSHS,17.6799,17.6277,17.7321
19/04/2010,AE DIRHAM,21.0591,21.0349,21.0834
19/04/2010,CAN $,76.1164,76.0159,76.2168
19/04/2010,S FRANC,72.7193,72.6275,72.811
19/04/2010,JPY(100),84.0557,83.9609,84.1504
19/04/2010,SW KRONER,10.7071,10.6886,10.7257
19/04/2010,NOR KRONER,13.0718,13.0547,13.0889
19/04/2010,DAN KRONER,13.9933,13.9713,14.0154
19/04/2010,IND RUPEE,1.735,1.7328,1.7371
19/04/2010,HONGKONG $,9.9645,9.9531,9.9758
19/04/2010,SINGAPORE $,56.09,55.9985,56.1815
19/04/2010,SAUDI RIYAL,20.6248,20.6008,20.6488
19/04/2010,CHINESE YUAN,11.3315,11.3183,11.3446
19/04/2010,AUSTRALIAN $,71.0481,70.9489,71.1473
20/04/2010,US DOLLAR,77.4953,77.4111,77.5794
20/04/2010,STG POUND,118.576,118.436,118.717
20/04/2010,EURO,104.298,104.168,104.428
20/04/2010,SA RAND,10.4022,10.371,10.4333
20/04/2010,KES/USHS,26.8856,26.7855,26.9858
20/04/2010,KES/TSHS,17.6915,17.6464,17.7365
20/04/2010,AE DIRHAM,21.0986,21.0746,21.1227
20/04/2010,CAN $,76.3576,76.2558,76.4595
20/04/2010,S FRANC,72.7508,72.6512,72.8503
20/04/2010,JPY(100),83.7858,83.6826,83.889
20/04/2010,SW KRONER,10.822,10.8038,10.8402
20/04/2010,NOR KRONER,13.1791,13.1606,13.1975
20/04/2010,DAN KRONER,14.0121,13.9956,14.0286
20/04/2010,IND RUPEE,1.7364,1.7342,1.7385
20/04/2010,HONGKONG $,9.9832,9.9721,9.9944
20/04/2010,SINGAPORE $,56.2845,56.1968,56.3722
20/04/2010,SAUDI RIYAL,20.664,20.6408,20.6873
20/04/2010,CHINESE YUAN,11.3513,11.3373,11.3653
20/04/2010,AUSTRALIAN $,71.904,71.8066,72.0015
21/04/2010,US DOLLAR,77.2729,77.1822,77.3635
21/04/2010,STG POUND,118.961,118.818,119.104
21/04/2010,EURO,103.811,103.683,103.94
21/04/2010,SA RAND,10.4808,10.4658,10.4958
21/04/2010,KES/USHS,26.9825,26.8862,27.0788
21/04/2010,KES/TSHS,17.7877,17.7345,17.8409
21/04/2010,AE DIRHAM,21.0401,21.0146,21.0656
21/04/2010,CAN $,77.6972,77.5937,77.8006
21/04/2010,S FRANC,72.3821,72.2864,72.4779
21/04/2010,JPY(100),82.8321,82.7253,82.9389
21/04/2010,SW KRONER,10.8004,10.786,10.8147
21/04/2010,NOR KRONER,13.0978,13.081,13.1145
21/04/2010,DAN KRONER,13.9482,13.9306,13.9658
21/04/2010,IND RUPEE,1.7402,1.7382,1.7422
21/04/2010,HONGKONG $,9.954,9.9422,9.9658
21/04/2010,SINGAPORE $,56.3501,56.2717,56.4285
21/04/2010,SAUDI RIYAL,20.6047,20.5797,20.6297
21/04/2010,CHINESE YUAN,11.32,11.3063,11.3337
21/04/2010,AUSTRALIAN $,72.0995,71.9956,72.2034
22/04/2010,US DOLLAR,77.2854,77.1972,77.3735
22/04/2010,STG POUND,119.398,119.251,119.544
22/04/2010,EURO,103.517,103.388,103.645
22/04/2010,SA RAND,10.4115,10.3969,10.4262
22/04/2010,KES/USHS,26.8487,26.7533,26.944
22/04/2010,KES/TSHS,17.8754,17.8226,17.9281
22/04/2010,AE DIRHAM,21.0421,21.0146,21.0695
22/04/2010,CAN $,77.4713,77.3686,77.5741
22/04/2010,S FRANC,72.299,72.2092,72.3888
22/04/2010,JPY(100),83.1526,83.0468,83.2584
22/04/2010,SW KRONER,10.7561,10.7409,10.7712
22/04/2010,NOR KRONER,13.0945,13.0764,13.1125
22/04/2010,DAN KRONER,13.9168,13.8996,13.9339
22/04/2010,IND RUPEE,1.7377,1.7358,1.7396
22/04/2010,HONGKONG $,9.9554,9.9434,9.9674
22/04/2010,SINGAPORE $,56.3141,56.2088,56.4194
22/04/2010,SAUDI RIYAL,20.6081,20.5837,20.6324
22/04/2010,CHINESE YUAN,11.3226,11.3085,11.3368
22/04/2010,AUSTRALIAN $,71.7363,71.6467,71.8259
23/04/2010,US DOLLAR,77.3784,77.2856,77.4712
23/04/2010,STG POUND,118.794,118.643,118.946
23/04/2010,EURO,102.435,102.285,102.585
23/04/2010,SA RAND,10.3272,10.3063,10.3481
23/04/2010,KES/USHS,26.9457,26.8488,27.0426
23/04/2010,KES/TSHS,17.8668,17.8131,17.9206
23/04/2010,AE DIRHAM,21.0668,21.041,21.0927
23/04/2010,CAN $,77.2446,77.1406,77.3487
23/04/2010,S FRANC,71.5873,71.4873,71.6873
23/04/2010,JPY(100),82.8818,82.7821,82.9815
23/04/2010,SW KRONER,10.6589,10.6418,10.6759
23/04/2010,NOR KRONER,13.0144,12.9959,13.0329
23/04/2010,DAN KRONER,13.7711,13.7534,13.7888
23/04/2010,IND RUPEE,1.7378,1.7361,1.7396
23/04/2010,HONGKONG $,9.9681,9.9555,9.9807
23/04/2010,SINGAPORE $,56.2855,56.1913,56.3796
23/04/2010,SAUDI RIYAL,20.6329,20.6073,20.6584
23/04/2010,CHINESE YUAN,11.3325,11.3183,11.3468
23/04/2010,AUSTRALIAN $,71.0953,70.9945,71.196
26/04/2010,US DOLLAR,77.3048,77.2172,77.3924
26/04/2010,STG POUND,119.627,119.474,119.779
26/04/2010,EURO,103.42,103.293,103.547
26/04/2010,SA RAND,10.4618,10.4419,10.4817
26/04/2010,KES/USHS,26.9067,26.7468,27.0665
26/04/2010,KES/TSHS,17.7868,17.702,17.8717
26/04/2010,AE DIRHAM,21.0468,21.0224,21.0712
26/04/2010,CAN $,77.429,77.3244,77.5336
26/04/2010,S FRANC,72.1003,72.0061,72.1946
26/04/2010,JPY(100),82.1645,82.0552,82.2739
26/04/2010,SW KRONER,10.798,10.7818,10.8141
26/04/2010,NOR KRONER,13.1353,13.1187,13.1519
26/04/2010,DAN KRONER,13.8947,13.8778,13.9117
26/04/2010,IND RUPEE,1.7451,1.7429,1.7473
26/04/2010,HONGKONG $,9.9582,9.9463,9.9702
26/04/2010,SINGAPORE $,56.5136,56.4082,56.6189
26/04/2010,SAUDI RIYAL,20.6132,20.5891,20.6374
26/04/2010,CHINESE YUAN,11.3232,11.3096,11.3369
26/04/2010,AUSTRALIAN $,71.7775,71.6885,71.8665
27/04/2010,US DOLLAR,77.3305,77.2433,77.4177
27/04/2010,STG POUND,119.346,119.2,119.492
27/04/2010,EURO,103.374,103.247,103.502
27/04/2010,SA RAND,10.5279,10.5085,10.5474
27/04/2010,KES/USHS,27.0011,26.906,27.0962
27/04/2010,KES/TSHS,17.8391,17.7866,17.8915
27/04/2010,AE DIRHAM,21.0529,21.0283,21.0775
27/04/2010,CAN $,77.1826,77.0746,77.2906
27/04/2010,S FRANC,72.0466,71.947,72.1462
27/04/2010,JPY(100),82.3701,82.2255,82.5147
27/04/2010,SW KRONER,10.7978,10.7808,10.8147
27/04/2010,NOR KRONER,13.1734,13.1527,13.1941
27/04/2010,DAN KRONER,13.8841,13.8663,13.902
27/04/2010,IND RUPEE,1.7405,1.7382,1.7427
27/04/2010,HONGKONG $,9.9603,9.9488,9.9719
27/04/2010,SINGAPORE $,56.4498,56.345,56.5546
27/04/2010,SAUDI RIYAL,20.6201,20.596,20.6442
27/04/2010,CHINESE YUAN,11.3286,11.3154,11.3418
27/04/2010,AUSTRALIAN $,71.4418,71.3419,71.5417
28/04/2010,US DOLLAR,77.3442,77.2672,77.4212
28/04/2010,STG POUND,118.102,117.96,118.244
28/04/2010,EURO,102.167,102.049,102.285
28/04/2010,SA RAND,10.3764,10.355,10.3979
28/04/2010,KES/USHS,27.0351,26.9435,27.1266
28/04/2010,KES/TSHS,17.8359,17.7858,17.886
28/04/2010,AE DIRHAM,21.0575,21.028,21.0871
28/04/2010,CAN $,76.2925,76.1964,76.3885
28/04/2010,S FRANC,71.3802,71.2896,71.4707
28/04/2010,JPY(100),82.9549,82.8551,83.0546
28/04/2010,SW KRONER,10.6165,10.5997,10.6333
28/04/2010,NOR KRONER,13.0176,12.9985,13.0367
28/04/2010,DAN KRONER,13.7329,13.7186,13.7472
28/04/2010,IND RUPEE,1.7349,1.7327,1.737
28/04/2010,HONGKONG $,9.9605,9.9502,9.9708
28/04/2010,SINGAPORE $,56.3488,56.2516,56.4459
28/04/2010,SAUDI RIYAL,20.6238,20.6024,20.6451
28/04/2010,CHINESE YUAN,11.3312,11.3196,11.3429
28/04/2010,AUSTRALIAN $,71.3191,71.2404,71.3978
29/04/2010,US DOLLAR,77.3512,77.2583,77.4441
29/04/2010,STG POUND,117.195,117.033,117.357
29/04/2010,EURO,102.268,102.13,102.405
29/04/2010,SA RAND,10.3899,10.3675,10.4123
29/04/2010,KES/USHS,27.2783,27.1809,27.3757
29/04/2010,KES/TSHS,17.8343,17.7806,17.888
29/04/2010,AE DIRHAM,21.0586,21.0324,21.0847
29/04/2010,CAN $,76.5961,76.4894,76.7027
29/04/2010,S FRANC,71.3795,71.2755,71.4834
29/04/2010,JPY(100),82.3096,82.1916,82.4275
29/04/2010,SW KRONER,10.6079,10.5908,10.6249
29/04/2010,NOR KRONER,12.9869,12.9678,13.0059
29/04/2010,DAN KRONER,13.7311,13.7141,13.7481
29/04/2010,IND RUPEE,1.7352,1.7327,1.7378
29/04/2010,HONGKONG $,9.9586,9.9464,9.9709
29/04/2010,SINGAPORE $,56.319,56.2288,56.4092
29/04/2010,SAUDI RIYAL,20.6259,20.6006,20.6512
29/04/2010,CHINESE YUAN,11.3323,11.3174,11.3471
29/04/2010,AUSTRALIAN $,71.5499,71.4562,71.6436
30/04/2010,US DOLLAR,77.266,77.1761,77.3559
30/04/2010,STG POUND,118.709,118.553,118.865
30/04/2010,EURO,102.446,102.311,102.582
30/04/2010,SA RAND,10.5096,10.4582,10.561
30/04/2010,KES/USHS,27.619,27.5222,27.7158
30/04/2010,KES/TSHS,17.8993,17.8267,17.9719
30/04/2010,AE DIRHAM,21.0354,21.01,21.0607
30/04/2010,CAN $,77.0333,76.9282,77.1384
30/04/2010,S FRANC,71.4188,71.3155,71.5222
30/04/2010,JPY(100),82.1777,82.0659,82.2896
30/04/2010,SW KRONER,10.663,10.6464,10.6796
30/04/2010,NOR KRONER,13.068,13.0487,13.0874
30/04/2010,DAN KRONER,13.7714,13.7547,13.7882
30/04/2010,IND RUPEE,1.7388,1.7368,1.7408
30/04/2010,HONGKONG $,9.9512,9.9395,9.9629
30/04/2010,SINGAPORE $,56.5782,56.4855,56.671
30/04/2010,SAUDI RIYAL,20.6032,20.5787,20.6277
30/04/2010,CHINESE YUAN,11.3192,11.3052,11.3332
30/04/2010,AUSTRALIAN $,71.9733,71.8664,72.0802
03/05/2010,US DOLLAR,77.1642,77.0667,77.2618
03/05/2010,STG POUND,117.683,117.522,117.843
03/05/2010,EURO,102.154,102.009,102.299
03/05/2010,SA RAND,10.4461,10.42,10.4721
03/05/2010,KES/USHS,27.4156,27.3486,27.4827
03/05/2010,KES/TSHS,17.9812,17.9261,18.0363
03/05/2010,AE DIRHAM,21.0091,20.9819,21.0362
03/05/2010,CAN $,76.006,75.9007,76.1113
03/05/2010,S FRANC,71.3789,71.2692,71.4886
03/05/2010,JPY(100),82.0728,81.9527,82.1929
03/05/2010,SW KRONER,10.6021,10.5841,10.62
03/05/2010,NOR KRONER,13.0374,13.0182,13.0566
03/05/2010,DAN KRONER,13.7268,13.7088,13.7447
03/05/2010,IND RUPEE,1.7319,1.7296,1.7342
03/05/2010,HONGKONG $,9.9383,9.9254,9.9512
03/05/2010,SINGAPORE $,56.2238,56.126,56.3215
03/05/2010,SAUDI RIYAL,20.5758,20.5484,20.6031
03/05/2010,CHINESE YUAN,11.3061,11.291,11.3212
03/05/2010,AUSTRALIAN $,71.4271,71.3175,71.5367
04/05/2010,US DOLLAR,77.2255,77.1333,77.3177
04/05/2010,STG POUND,117.637,117.48,117.794
04/05/2010,EURO,101.823,101.687,101.96
04/05/2010,SA RAND,10.404,10.382,10.4261
04/05/2010,KES/USHS,27.3292,27.2254,27.433
04/05/2010,KES/TSHS,18.09,18.0295,18.1504
04/05/2010,AE DIRHAM,21.0258,21.0001,21.0514
04/05/2010,CAN $,76.1032,75.9956,76.2109
04/05/2010,S FRANC,71.1745,71.078,71.2709
04/05/2010,JPY(100),81.359,81.2111,81.5068
04/05/2010,SW KRONER,10.6152,10.5981,10.6322
04/05/2010,NOR KRONER,13.0131,12.9926,13.0336
04/05/2010,DAN KRONER,13.6816,13.6616,13.7015
04/05/2010,IND RUPEE,1.7334,1.731,1.7358
04/05/2010,HONGKONG $,9.9478,9.9358,9.9598
04/05/2010,SINGAPORE $,56.2274,56.1337,56.3211
04/05/2010,SAUDI RIYAL,20.5926,20.5672,20.618
04/05/2010,CHINESE YUAN,11.3132,11.2993,11.3271
04/05/2010,AUSTRALIAN $,71.0359,70.9318,71.14
05/05/2010,US DOLLAR,77.4243,77.325,77.5235
05/05/2010,STG POUND,117.313,117.151,117.475
05/05/2010,EURO,100.458,100.32,100.596
05/05/2010,SA RAND,10.2274,10.1915,10.2633
05/05/2010,KES/USHS,27.4334,27.3336,27.5331
05/05/2010,KES/TSHS,17.9854,17.9171,18.0537
05/05/2010,AE DIRHAM,21.0796,21.0517,21.1075
05/05/2010,CAN $,75.5447,75.4285,75.661
05/05/2010,S FRANC,70.175,70.1,70.25
05/05/2010,JPY(100),81.6011,81.464,81.7383
05/05/2010,SW KRONER,10.4481,10.4298,10.4663
05/05/2010,NOR KRONER,12.826,12.811,12.8411
05/05/2010,DAN KRONER,13.4964,13.4783,13.5146
05/05/2010,IND RUPEE,1.7242,1.7217,1.7266
05/05/2010,HONGKONG $,9.9686,9.9557,9.9815
05/05/2010,SINGAPORE $,55.9667,55.8747,56.0587
05/05/2010,SAUDI RIYAL,20.6451,20.6178,20.6724
05/05/2010,CHINESE YUAN,11.3415,11.3265,11.3564
05/05/2010,AUSTRALIAN $,70.4948,70.3967,70.5929
06/05/2010,US DOLLAR,77.7528,77.6556,77.85
06/05/2010,STG POUND,117.227,117.064,117.39
06/05/2010,EURO,99.3886,99.2513,99.5258
06/05/2010,SA RAND,10.1852,10.1654,10.2049
06/05/2010,KES/USHS,27.4783,27.3346,27.622
06/05/2010,KES/TSHS,17.8965,17.842,17.9511
06/05/2010,AE DIRHAM,21.1693,21.1423,21.1964
06/05/2010,CAN $,75.2877,75.1757,75.3997
06/05/2010,S FRANC,70.175,70.1,70.25
06/05/2010,JPY(100),82.9135,82.7912,83.0358
06/05/2010,SW KRONER,10.2263,10.2097,10.243
06/05/2010,NOR KRONER,12.7013,12.683,12.7197
